slug,id,title,level,grades,type,topics,stepCount,requirements,summary,outcome,imageFile,shopUrl
"brownie--eco-friend","86bfa3a7-cca3-4e7d-ae77-850f0af1bdef","Eco Friend","Brownie","2-3","badge","Outdoor Adventure","5","1. Think of ways to help the outdoors | 2. Observe outdoor spaces | 3. Build a safe campfire | 4. Take care of wildlife | 5. Practice being kind","Find out how to treat outdoor spaces with kindness and teach others how they can, too.","When you’ve earned this badge, you’ll have found new ways to protect our natural world and the living things in it.","images/brownie/brownie--eco-friend.png","http://girlscoutshop.com/Brownie-Eco-Friend-Badge"
"brownie--fair-play","2f751254-2831-4cec-a4a4-1c2bcc1f7e60","Fair Play","Brownie","2-3","badge","Sports and Recreation","5","1. Follow the rules | 2. Include everyone | 3. Be part of a team | 4. Keep score | 5. Have a field day","Playing fair means that everyone has the same chance to play, because everyone follows the same rules. That’s what this badge is about. You’ll learn to work together to have the most fun possible. That’s fair play!","When I've earned this badge, I'll know how to play fair in sports.","images/brownie/brownie--fair-play.png","http://www.girlscoutshop.com/BROWNIE-FAIR-PLAY-BADGE"
"brownie--hiker","e3a26357-2902-46ce-b770-6e6b8b57494a","Hiker","Brownie","2-3","badge","Outdoor Adventure","5","1. Decide where to go | 2. Try out a hiking skill | 3. Pick the right gear | 4. Pack a snack for energy | 5. Go on your hike!","Find out what you need to know to become a Brownie hiker.","When you've earned this badge, you'll know how to hit the trail for a hike. This badge comes in a packet that includes the Potter, Household Elf, Senses, Hiker, and My Great Day badges.","images/brownie/brownie--hiker.png","http://www.girlscoutshop.com/BROWNIE-HIKER-BADGE"
"brownie--home-scientist","0f1ca96f-9b2b-49de-bd9a-27eb9e05625d","Home Scientist","Brownie","2-3","badge","Balanced Living","5","1. Be a kitchen chemist | 2. Create static electricity | 3. Dive into density | 4. Make something bubble up | 5. Play with science","Find out where science has been hiding in your home.","When you've earned this badge, you'll be able to see the science all around you. This badge comes in a packet that includes the Computer Expert, My Best Self, Dancer, Home Scientist, and My Family Story badges.","images/brownie/brownie--home-scientist.png","http://www.girlscoutshop.com/BROWNIE-HOME-SCIENTIST-BADGE"
"brownie--household-elf","a7d5b6b2-37cf-477a-9783-66f57108cc1e","Household Elf","Brownie","2-3","badge","Art and Imagination","5","1. Save energy | 2. Save water | 3. Go natural | 4. Reuse or recycle | 5. Clear the air","Pick up some new household habits to help your family save energy, save water, and save the planet.","When you've earned this badge, you'll know how to make your home clean and green. This badge comes in a packet that includes the Potter, Household Elf, Senses, Hiker, and My Great Day badges.","images/brownie/brownie--household-elf.png","http://www.girlscoutshop.com/BROWNIE-HOUSEHOLD-ELF-BADGE"
"brownie--journey-a-world-of-girls","65cf9816-b48c-4fac-9876-4968d08ea36a","Journey: A World of Girls","Brownie","2-3","journey","Lifeskills; Journey","3","1. Find out about girls around the world and how stories can give you ideas for helping others—play a game from another culture, invite storytellers to talk about what they do, or draw a self-portrait that shows what's unique about you. | 2. Plan a Take Action Project, such as sewing a quilt, painting a mural, writing a play, or creating your own ad. | 3. Earn 4 leadership awards: Hear a Story Award, Change a Story Award, Tell a Story Award, and Better World for Girls! Award. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide. Journeys are retiring on October 1, 2026.","images/brownie/brownie--journey-a-world-of-girls.png","https://www.girlscoutshop.com/BROWNIE-A-WORLD-OF-GIRLS-AWARD-PATCH-SET"
"brownie--journey-brownie-quest","b7487c70-2690-4199-8f6e-26b6befcced8","Journey: Brownie Quest","Brownie","2-3","journey","Lifeskills; Journey","3","1. Find out how to take care of yourself, your family, your Girl Scout sisters, and your community—do an activity with your family to chart everyone’s special talents, play games at your troop meetings to learn how to work together, or do a fun “clue hunting” activity to learn the Girl Scout Law. | 2. Plan a Take Action project, such as visiting a nursery school to read to younger children or teach them a game, creating a school skit about healthy eating, or making a presentation to your city council about fixing a broken sidewalk by your school. | 3. Earn 4 leadership awards: Discover Key; Connect Key; Take Action Key; Brownie Quest Award. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide. Journeys are retiring on October 1, 2026.","images/brownie/brownie--journey-brownie-quest.png","https://www.girlscoutshop.com/BROWNIE-JOURNEY-AWARD-PATCH-SET"
"brownie--journey-outdoor-brownie","a5273e40-c816-4afe-a6ef-9cd4ba4c0ba9","Journey: Outdoor (Brownie)","Brownie","2-3","journey","Outdoor Adventure; Journey","3","1. Deepen your outdoor skills when you earn your Brownie First Aid, Hiker badger, and Cabin Camper badges. | 2. Plan a Take Action project that helps others. | 3. Earn a Take Action award. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide. Journeys are retiring on October 1, 2026.","images/brownie/brownie--journey-outdoor-brownie.png","https://www.girlscoutshop.com/BROWNIE-OUTDOOR-ADVENTURER-BADGE"
"brownie--journey-think-like-a-citizen-scientist","0dad3161-e53f-4188-b875-74911b9b9ad0","Journey: Think Like a Citizen Scientist","Brownie","2-3","journey","Stem; Journey","3","1. Find out how citizen scientists make observations, collect data, and work with scientists to receive feedback on research. | 2. Do 3 citizen science activities: sharpen your observation skills through 2 observation games and a SciStarter project. | 3. Plan a Take Action project that helps others. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide . Journeys are retiring on October 1, 2026.","images/brownie/brownie--journey-think-like-a-citizen-scientist.png","https://www.girlscoutshop.com/Brownie-Think-Like-a-Citizen-Scientist-Badge"
"brownie--journey-think-like-a-programmer","ffcc36bb-535c-4d09-9cb2-fd53d652b958","Journey: Think Like a Programmer","Brownie","2-3","journey","Stem; Journey","3","1. Find out how programmers use computational thinking to solve problems. | 2. Do 3 computational thinking activities: find out about paper programming; create a functional suncatcher to explore algorithms, variables, and functions; and create a personal innovation to discover rapid prototyping. | 3. Plan a Take Action project that helps others. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide . Journeys are retiring on October 1, 2026.","images/brownie/brownie--journey-think-like-a-programmer.png","https://www.girlscoutshop.com/Brownie-Think-Like-a-Programmer-Badge"
"brownie--journey-think-like-an-engineer","56163f01-df8a-4e4e-aff9-117e917f648a","Journey: Think Like an Engineer","Brownie","2-3","journey","Stem; Journey","3","1. Find out how engineers use design thinking to solve problems. | 2. Do 3 design thinking activities: design and build an assistive device, a water collection device, and a device that can launch a ball across a room. | 3. Plan a Take Action project that helps others. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide . Journeys are retiring on October 1, 2026.","images/brownie/brownie--journey-think-like-an-engineer.png","https://www.girlscoutshop.com/Brownie-Think-Like-an-Engineer-Badge"
"brownie--journey-wow-wonders-of-water","a69c31e1-9852-439d-a915-ccb47918ceda","Journey: WOW! Wonders of Water","Brownie","2-3","journey","Stem; Journey","3","1. Explore the wonders of water by find out more about its importance and how it's used around the world. | 2. Plan a Take Action project, such as making informative posters, promoting recycling at school, or planting low-water gardens. | 3. Earn 4 leadership awards: The LOVE Water Award, the SAVE Water Award, the SHARE Water Award, and the WOW! Award.","In this Journey, you will:","If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions. Journeys are retiring on October 1, 2026.","images/brownie/brownie--journey-wow-wonders-of-water.png","http://www.girlscoutshop.com/WOW-WONDERS-OF-WATER-BROWNIE-AWARD-PATCH-SET"
"brownie--letterboxer","5c0b5a91-ddbf-4050-b72c-6d6c189973e4","Letterboxer","Brownie","2-3","badge","Outdoor Adventure","5","1. Get started with letterboxing | 2. Find your own stamp | 3. Practice solving clues | 4. Search for a letterbox | 5. Make a letterbox","Learn about letterboxing, an amazing adventure game played by people all over the world. To play, you'll follow clues to find a hidden box with special items inside.","When you've earned this badge, you'll know how to have fun adventures by finding and hiding letterboxes. This badge comes in a packet that includes the Letterboxer, Pets, Making Games, Inventor, and Making Friends badges.","images/brownie/brownie--letterboxer.png","http://www.girlscoutshop.com/BROWNIE-LETTERBOXER-BADGE"
"brownie--making-friends","6c8a5d37-0156-47c5-bacd-20ff061ed9ad","Making Friends","Brownie","2-3","badge","Balanced Living","5","1. Make friendly introductions | 2. Show friends you care | 3. Share favorite activities | 4. Learn how to disagree | 5. Practice friendship!","Find out how to make new friends, keep old friends, and be the best Brownie friend you can be.","When you've earned this badge, you'll know how to be a good friend. This badge comes in a packet that includes the Letterboxer, Pets, Making Games, Inventor, and Making Friends badges.","images/brownie/brownie--making-friends.png","http://www.girlscoutshop.com/BROWNIE-MAKING-FRIENDS-BADGE"
"brownie--making-games","c03ed9ee-8dc4-432f-b27a-07a38ea3ee81","Making Games","Brownie","2-3","badge","Sports and Recreation","5","1. Try a scavenger hunt | 2. Make up a mystery game | 3. Create a party game | 4. Change the rules | 5. Invent a whole new sport","Use your imagination to make up new games.","When you've earned this badge, you'll know how to create new games and share them with others. This badge comes in a packet that includes the Letterboxer, Pets, Making Games, Inventor, and Making Friends badges.","images/brownie/brownie--making-games.png","http://www.girlscoutshop.com/BROWNIE-MAKING-GAMES-BADGE"
"brownie--math-in-nature-1-shapes-in-nature","6bf224c9-16ab-4a4b-a90d-0a0b78a1ba1d","Math in Nature 1: Shapes in Nature","Brownie","2-3","badge","Animals and Nature","5","1. Track natural objects | 2. Graph natural objects | 3. Make a spiderweb with symmetry | 4. Explore tessellations | 5. Collect data about birds","Look carefully at nature, track what you see, and create art inspired by natural objects.","When you've earned this badge, you will know about counting, graphing, symmetry, and tessellations. You’ll also know about spiders, birds, and other natural objects.","images/brownie/brownie--math-in-nature-1-shapes-in-nature.png","https://www.girlscoutshop.com/brownie-shapes-in-nature-badge"
"brownie--math-in-nature-2-numbers-in-nature","6e39d439-9fcc-4685-9923-5d094060c102","Math in Nature 2: Numbers in Nature","Brownie","2-3","badge","Animals and Nature","5","1. Explore temperature | 2. Measure the length of leaves | 3. Graph your leaf data | 4. Find space to grow | 5. Plot and plant a garden","Use your senses and other tools to gather information and learn about the natural world.","When you've earned this badge, you will know how to measure temperature and length. You’ll also know about square feet, diagrams, and grids. You'll have explored leaves and gardening.","images/brownie/brownie--math-in-nature-2-numbers-in-nature.png","https://www.girlscoutshop.com/brownie-numbers-in-nature-badge"
"brownie--math-in-nature-3-design-with-nature","7cc5e937-28a8-4bae-a8ac-60b2b637924e","Math in Nature 3: Design with Nature","Brownie","2-3","badge","Animals and Nature","5","1. Calculate the age of a natural object | 2. Explore the shape of beehives | 3. Measure and build a bird feeder | 4. Use ratios to make bird food | 5. Graph data about birds","Use math to do things in the natural world, like find the age of natural objects, build a honeycomb, design a bird feeder, and go bird-watching.","When you've earned this badge, you will know about natural objects. You’ll know how to measure, use scale and ratio, and make a graph.","images/brownie/brownie--math-in-nature-3-design-with-nature.png","https://www.girlscoutshop.com/brownie-design-with-nature-badge"
"brownie--me-time","4bb47759-cb3f-494a-95d9-b76169323791","Me Time","Brownie","2-3","badge","Balanced Living","5","1. Fuel yourself for fun | 2. Move to feel great | 3. Learn about body language | 4. Explore the world | 5. Try something new","Find out how to care for yourself and feel your best.","When you've earned this badge, you'll know what you can do to feel your best, both mentally and physically.","images/brownie/brownie--me-time.png","https://www.girlscoutshop.com/brownie-me-time-badge"
"brownie--mechanical-engineering-fling-flyer","e12e69a1-e7e6-42c1-8fdd-abe32a0a5aff","Mechanical Engineering: Fling Flyer","Brownie","2-3","badge","Technology and Innovation","5","1. Learn about forces that affect flight | 2. Design and build a Fling Flyer | 3. Test your Fling Flyer | 4. Analyze and share your results | 5. Brainstorm ways to improve your design","Work like an engineer to create a Fling Flyer, an airplane you'll make, and explore what keeps it and other things, such as birds, planes, and space ships, in the air.","When you’ve earned this badge, you'll have learned about the forces that affect flight as you design, build, and test a Fling Flyer. You'll know how to design an investigation—and fine-tune your design after testing it, just like engineers.","images/brownie/brownie--mechanical-engineering-fling-flyer.png","http://www.girlscoutshop.com/Brownie-Fling-Flyer-Design-Challenge"
"brownie--mechanical-engineering-leap-bot","ef4e78b9-7227-48de-a9a5-abecf22cf52e","Mechanical Engineering: Leap Bot","Brownie","2-3","badge","Technology and Innovation","5","1. Learn about springs | 2. Build your Leap Bot | 3. Create a way to test how well your Leap Bot performs | 4. Record the results of your test | 5. Share your results","Design, build, and test things like an engineer as you create your own Leap Bot.","When you’ve earned this badge, you'll have learned about engineering, gravity, and force by building and testing a Leap Bot. You will know how to build and test a new product.","images/brownie/brownie--mechanical-engineering-leap-bot.png","http://www.girlscoutshop.com/Brownie-Leap-Bot-Design-Challenge"
"brownie--mechanical-engineering-race-car","f5f9c9b9-0d1f-47a1-87d1-70ba3f32e053","Mechanical Engineering: Race Car","Brownie","2-3","badge","Technology and Innovation","5","1. Learn how design can affect speed | 2. Design and build your race car | 3. Design your racetrack | 4. Conduct a fair test and record results | 5. Share what you learned","Design, build, and test your own race car to explore how science can make a faster race car!","When you’ve earned this badge, you'll have designed a race car and a race track and carried out “fair tests” to learn how design affects speed.","images/brownie/brownie--mechanical-engineering-race-car.png","http://www.girlscoutshop.com/Brownie-Race-Car-Design-Challenge"
"brownie--my-cookie-customers","26fba8cc-2cf2-43dd-ac44-ac933085ef7e","My Cookie Customers","Brownie","2-3","badge","Leadership and Your Future","5","1. Learn about Girl Scout Cookies | 2. Decide how to use your cookie money | 3. Find customers | 4. Handle money and make change | 5. Connect with customers","Find out how to get new customers and keep them coming back.","When you've earned this badge, you will know how to find new customers and talk to them about your cookie business.","images/brownie/brownie--my-cookie-customers.png","https://www.girlscoutshop.com/brownie-my-cookie-customers-badge"
"brownie--my-family-story","d971805c-548d-4237-8016-f09d9eb847cb","My Family Story","Brownie","2-3","badge","Art and Imagination","5","1. Explore family stories | 2. Know where your family is from | 3. Make a story tree | 4. Find an object that means something to your family | 5. Share your family story","Find out more about your family—the people you love and who love you.","When you've earned this badge, you'll know how to tell your family story. This badge comes in a packet that includes the Computer Expert, My Best Self, Dancer, Home Scientist, and My Family Story badges.","images/brownie/brownie--my-family-story.png","http://www.girlscoutshop.com/BROWNIE-MY-FAMILY-STORY-BADGE"
"brownie--my-great-day","72460d83-4775-4ccd-a44c-f98d2ca5b23b","My Great Day","Brownie","2-3","badge","Balanced Living","5","1. Start your day right | 2. Sort out your stuff | 3. Make homework a breeze | 4. Plan ahead | 5. Help others get organized","Try out ways to get organized and learn how to help your family and friends stay organized too.","When you've earned this badge, you'll be able to organize yourself to have a great day every day. This badge comes in a packet that includes the Potter, Household Elf, Senses, Hiker, and My Great Day badges.","images/brownie/brownie--my-great-day.png","http://www.girlscoutshop.com/BROWNIE-MY-GREAT-DAY-BADGE"
"brownie--my-own-budget","71468713-c1cf-4e1d-94b4-d76c19d73ba5","My Own Budget","Brownie","2-3","badge","Balanced Living","5","1. Find out how people spend money | 2. Learn how to save | 3. Find out what it means to share | 4. Explore your wants and needs | 5. Make a budget and set goals.","Find out how to spend, save, and share by creating a budget.","When you’ve earned this badge, you will know how to spend, save, and share money.","images/brownie/brownie--my-own-budget.png","https://www.girlscoutshop.com/brownie-my-own-budget-badge"
"brownie--outdoor-adventurer","bd01d575-e503-4508-beb1-cca8581c2aab","Outdoor Adventurer","Brownie","2-3","badge","Sports and Recreation","5","1. Play outdoors in a new way | 2. Explore nature | 3. Buddy up and play outdoor games | 4. Learn a camp skill | 5. Care for the outdoors","Explore outdoor activities that are new to you.","When you’ve earned this badge, you’ll have tried a lot of new things outdoors and learned which activities you want to do again.","images/brownie/brownie--outdoor-adventurer.png","http://www.girlscoutshop.com/BROWNIE-OUTDOOR-ADVENTURER-BADGE"
"brownie--outdoor-art-creator","d886b889-93d9-4577-a0eb-7be7320fa957","Outdoor Art Creator","Brownie","2-3","badge","Art and Imagination","5","1. Find art ideas outdoors | 2. Make something! | 3. Dance or make music outdoors | 4. Be a nature photographer | 5. Design with nature","Find out how you can make your own art outdoors and have fun doing it.","When you’ve earned this badge, you’ll know how to do different kinds of fun art projects outdoors.","images/brownie/brownie--outdoor-art-creator.png","http://www.girlscoutshop.com/BROWNIE-OUTDOOR-ART-CREATOR-BADGE"
"brownie--pets","2f4bef84-41fa-40d5-9903-fb020563de7d","Pets","Brownie","2-3","badge","Animals and Nature","5","1. Find out what care different pets need | 2. Keep a pet comfy | 3. Help a pet stay healthy and safe | 4. Make a pet feel loved | 5. Feed a pet","Learn how to choose the pet that's right for you—or find out how to take the best care of a pet you already have.","When you've earned this badge, you'll know how to take care of a pet.","images/brownie/brownie--pets.png","http://www.girlscoutshop.com/BROWNIE-PETS-BADGE"
"brownie--robotics-1-designing-robots","594b6c4b-aeca-4d67-a035-5d10eca7abe6","Robotics 1: Designing Robots","Brownie","2-3","badge","Technology and Innovation","5","1. Explore how robots imitate nature | 2. Learn about the parts of a robot | 3. Plan your robot | 4. Create a prototype | 5. Get feedback on your robot","Team up with your fellow Brownies to design a robot. Plan, build, and share your robot prototype.","When you’ve earned this badge, you'll know how to plan, build, and share feedback like an engineer by creating a prototype of a robot that helps other people or animals.","images/brownie/brownie--robotics-1-designing-robots.png","http://www.girlscoutshop.com/Brownie-Designing-Robots-Badge"
"brownie--robotics-2-programming-robots","656ce471-c65e-4627-ad07-1368065bc2e2","Robotics 2: Programming Robots","Brownie","2-3","badge","Technology and Innovation","5","1. Learn how robots work | 2. Discover the robot brain | 3. Learn about programming | 4. Try simple programming | 5. Code a robot","Learn about the robot brain by engineering a machine that helps a robot to land","When you’ve earned this badge, you'll know how to create a program that could be run by a robot.","images/brownie/brownie--robotics-2-programming-robots.png","http://www.girlscoutshop.com/Brownie-Programming-Robots-Badge"
"brownie--robotics-3-showcasing-robots","30748ad1-d5f7-404a-8cf5-eafe4fda5038","Robotics 3: Showcasing Robots","Brownie","2-3","badge","Technology and Innovation","5","1. Create a presentation to share how you designed your robot | 2. Tell others how you designed your robot | 3. Learn about robotics competitions | 4. Learn about robotics teams | 5. See robots in action","After engineers build their robots, they show them to others and enter them into challenges and competitions.","Note: Unlike the other Robotics badges, these steps include options. You may be able to complete multiple steps, particularly three through five, at once. When you’ve earned this badge, you'll know how to share your robot with others.","images/brownie/brownie--robotics-3-showcasing-robots.png","http://www.girlscoutshop.com/Brownie-Showcasing-Robots-Badge"
"brownie--senses","d0419e5f-fb8d-4e7a-838b-dbbeb0e5577d","Senses","Brownie","2-3","badge","Sports and Recreation","5","1. Look around | 2. Listen to the world | 3. Put your nose to work | 4. Take a taste test | 5. Touch and feel","You have five senses that work together to let you see, hear, smell, taste, and touch the world around you. Try all five in this badge!","When you've earned this badge, you'll know how you use your five senses to explore the world. This badge comes in a packet that includes the Potter, Household Elf, Senses, Hiker, and My Great Day badges.","images/brownie/brownie--senses.png","http://www.girlscoutshop.com/BROWNIE-SENSES-BADGE"
"brownie--snacks","3eaa175c-f034-4619-9526-a1ed0926583f","Snacks","Brownie","2-3","badge","Balanced Living","5","1. Find out about different types of snacks | 2. Make a savory snack | 3. Try a sweet snack | 4. Snack for energy | 5. Slurp a snack","Make great snacks for yourself and your friends.","When you've earned this badge, you'll know how to make yummy snacks for your family and friends.","images/brownie/brownie--snacks.png","http://www.girlscoutshop.com/BROWNIE-SNACKS-BADGE"
"brownie--space-science-adventurer","a67191b7-d5a3-4fdf-b6f9-20729404b500","Space Science Adventurer","Brownie","2-3","badge","Your World Near and Far","5","1. Meet the neighbors | 2. See more than before | 3. Investigate the Moon | 4. Be a stargazer | 5. Celebrate and share","Investigate the complexities of the sky as you learn to see things in a new way.","When you’ve earned this badge, you'll know how to investigate the Sun, Moon, planets, and stars.","images/brownie/brownie--space-science-adventurer.png","http://www.girlscoutshop.com/Brownie-Space-Science-Adventurer-Badge"
"junior--animal-habitats","f2b679a7-c938-4a02-b6e4-2f07a46833ce","Animal Habitats","Junior","4-5","badge","Animals and Nature","5","1. Find out about wild animals | 2. Investigate an animal habitat | 3. Create an animal shelter | 4. Explore endangered habitats | 5. Help protect animal habitats","Learn about where and how animals live, how they play, and how we can help them.","When you've earned this badge, you'll know more about wild animals and how to protect their homes.","images/junior/junior--animal-habitats.png","https://www.girlscoutshop.com/JUNIOR-ANIMAL-HABITATS-BADGE"
"junior--automotive-1-design","e8f5f584-91f5-49c1-b1a3-2e6ad2cf86c9","Automotive 1: Design","Junior","4-5","badge","Technology and Innovation","5","1. Explore mobility across time | 2. Conduct automotive market research | 3. Create your vehicle’s design criteria | 4. Sketch a vehicle to meet your criteria | 5. Sculpt and share your vehicle","Do you want to take a ride in your dream car? Before you can do that, you need to design it! Discover how to create vehicles by sketching and sculpting a model.","When you've earned this badge, you'll know about innovation and market research. You’ll know how to create criteria, sketch, and sculpt a vehicle.","images/junior/junior--automotive-1-design.png","https://www.girlscoutshop.com/junior-automotive-design-badge"
"junior--automotive-2-engineering","9801d218-fead-49d1-8767-ca0f49c3a3cf","Automotive 2: Engineering","Junior","4-5","badge","Technology and Innovation","5","1. Learn about simple machines in vehicles | 2. Engineer a vehicle that uses alternative fuel | 3. Build a vehicle prototype | 4. Test and revise your vehicle prototype | 5. Share your vehicle prototype and testing results When you've earned this badge, you'll know how to use the Design Thinking Process to plan, build, test, and improve prototypes.","Find out how automotive engineers fuel the future by building and testing vehicles. Then, create your own model of an alternative fuel vehicle!","","images/junior/junior--automotive-2-engineering.png","https://www.girlscoutshop.com/junior-automotive-engineering-badge"
"junior--automotive-3-manufacturing","9e62fdb2-aef4-4873-b903-4e22eb878f57","Automotive 3: Manufacturing","Junior","4-5","badge","Technology and Innovation","5","1. Experience the manufacturing process | 2. Learn about the automotive manufacturing process | 3. Plan your own automotive manufacturing process | 4. Manufacture a set of vehicles | 5. Innovate your automotive manufacturing process","Explore how automotive manufacturers build lots of vehicles without wasting time and how they make sure the vehicles are ready for the road!","When you've earned this badge, you'll know how high quality vehicles are manufactured.","images/junior/junior--automotive-3-manufacturing.png","https://www.girlscoutshop.com/junior-automotive-manufacturing-badge"
"junior--budget-maker","cc020f0c-de21-41dd-93ca-8c183d639726","Budget Maker","Junior","4-5","badge","Balanced Living","5","1. Investigate why you want what you want | 2. Practice spend-save-share | 3. Learn how to decide what to buy | 4. Find out how financial services help people save | 5. Build a spend-save-share plan","Create a budget to help you plan to meet your goals and learn smart ways to spend, save, and share money.","When you’ve earned this badge, you’ll be able to create a budget to save for the things you want and need.","images/junior/junior--budget-maker.png","https://www.girlscoutshop.com/junior-budget-maker-badge"
"junior--business-jumpstart","c4920e4d-0de6-45fb-ac78-4cb8be2ad699","Business Jumpstart","Junior","4-5","badge","Leadership and Your Future","5","1. Create a prototype that solves a problem | 2. Get feedback | 3. Revise your prototype | 4. Come up with a pitch | 5. Pitch your idea to an audience","Everyone has the ability to come up with an idea—it’s what you do to bring it to life that makes you an entrepreneur!","When you've earned this badge, you will have come up with an idea, gotten feedback on it, and pitched it to others—just like an entrepreneur!","images/junior/junior--business-jumpstart.png","https://www.girlscoutshop.com/junior-business-jumpstart-badge"
"junior--camper","eb2cfc09-d263-492c-9576-7708cde71071","Camper","Junior","4-5","badge","Outdoor Adventure","5","1. Start planning your adventure | 2. Gain a new camping skill | 3. Find your inner camp chef | 4. Try a new activity | 5. Head out on your trip—and have some nighttime fun!","Find out how to plan a camping adventure.","When you've earned this badge, you'll know how to have a great overnight camping trip at a campsite or cabin. This badge comes in a packet that includes the Jeweler, Gardener, Detective, Camper, and Independence badges.","images/junior/junior--camper.png","http://www.girlscoutshop.com/JUNIOR-CAMPER-BADGE"
"junior--coding-for-good-1-coding-basics","50633624-7552-45c4-9fff-38a975273772","Coding for Good 1: Coding Basics","Junior","4-5","badge","Technology and Innovation","5","1. Create algorithms for a computer that follow a sequence | 2. Use loops to improve your algorithm | 3. Keep your code interesting with conditionals | 4. Create your own set of commands that use conditionals | 5. Learn about women in computer science","Find out how programmers write computer programs for computers to solve problems.","When you've earned this badge, you'll know how programmers write computer programs and how people can use computers to help others.","images/junior/junior--coding-for-good-1-coding-basics.png","https://www.girlscoutshop.com/junior-coding-basics-badge"
"junior--coding-for-good-2-digital-game-design","b26c14c5-ad95-4077-8f47-a2b48da79b24","Coding for Good 2: Digital Game Design","Junior","4-5","badge","Technology and Innovation","5","1. Discover how game design can be used ""for good"" | 2. Explore tools used to develop digital games | 3. Plan a maze game | 4. Build, test, and improve your maze game using iteration | 5. Share your game with others","Find out how programmers create a video game that is fun and helps solve a problem.","When you've earned this badge, you'll know how to use iteration to plan, build, and test a game ""for good.""","images/junior/junior--coding-for-good-2-digital-game-design.png","https://www.girlscoutshop.com/junior-digital-game-design-badge"
"junior--coding-for-good-3-app-development","35204581-2ff2-4919-8416-e99394c8d2d8","Coding for Good 3: App Development","Junior","4-5","badge","Technology and Innovation","5","1. Discover the needs of others | 2. Decompose the needs of your app user | 3. Design your app screens | 4. Include conditionals in your app design | 5. Share and improve your app with user feedback","Design your own idea for an app that solves a problem.","When you've earned this badge, you'll know how to use user-centered design to create an app.","images/junior/junior--coding-for-good-3-app-development.png","https://www.girlscoutshop.com/junior-app-development-badge"
"junior--cookie-collaborator","b8ab57dd-9638-4b0b-8192-5c68229cd404","Cookie Collaborator","Junior","4-5","badge","Leadership and Your Future","5","1. Get to know the Girl Scout Cookie business | 2. Decide on your goals | 3. Collaborate on a troop budget | 4. Reach more customers | 5. Learn from your customers","Learn to collaborate with your troop, community, and network to grow your cookie business.","When you've earned this badge, you will know how to work with your Girl Scout team to set goals and make decisions to run your cookie business, and how to collaborate with your friends and family to connect with more customers.","images/junior/junior--cookie-collaborator.png","https://www.girlscoutshop.com/junior-cookie-collaborator-badge"
"junior--cookie-entrepreneur-family-pin","a8b2a60a-0aa1-4ea7-84d8-abc880691a40","Cookie Entrepreneur Family Pin","Junior","4-5","pin","Awards","5","1. Strategize your sales. | 2. Learn from the past | 3. Run the show | 4. Fine-tune your pitch | 5. Know your product","Have fun with your family as you earn this award while running your Girl Scout Cookie® business.","","images/junior/junior--cookie-entrepreneur-family-pin.png","https://www.girlscoutshop.com/custitem_grade_level/Junior"
"junior--cookie-entrepreneur-family-pin--2","1479b2b8-0f3d-4887-82e3-70a323e611d4","Cookie Entrepreneur Family Pin","Junior","4-5","pin","Awards","5","1. Strategize your sales. | 2. Learn from the past | 3. Run the show | 4. Fine-tune your pitch | 5. Know your product","Have fun with your family as you earn this award while running your Girl Scout Cookie® business.","","images/junior/junior--cookie-entrepreneur-family-pin--2.png","https://www.girlscoutshop.com/custitem_grade_level/Junior"
"junior--cybersecurity-1-basics","1a7169f9-04c2-4e91-8794-bdc2b60c380c","Cybersecurity 1: Basics","Junior","4-5","badge","Technology and Innovation","5","1. Find out how computers read information | 2. Discover how networks work | 3. Find out what protocols are and create one | 4. Explore computer communication protocol | 5. Find out what malware is","Find out how computers talk to each other.","When you’ve earned this badge, you'll know the basics of cybersecurity and how computers communicate.","images/junior/junior--cybersecurity-1-basics.png","http://girlscoutshop.com/Junior-Cybersecurity-Basics-Badge"
